"","time","U","I","V"
"308",30.7,8.88639369099955e-41,21102.9599204576,623061.450270968
"309",30.8,-3.97001910925808e-39,21073.6218328977,625115.008677803
"310",30.9,-5.91687067301338e-40,21044.3245321935,627165.71211817
"311",31,3.5438954009043e-39,21015.0679616417,629213.564561145
"312",31.1,6.79902175878426e-40,20985.8520646178,631258.569970289
"313",31.2,-2.70995188600737e-39,20956.6767845759,633300.732303648
"314",31.3,-1.94546718573964e-39,20927.542065049,635340.055513767
"315",31.4,-6.11689463576379e-40,20898.4478496483,637376.543547697
"316",31.5,9.65314497456147e-41,20869.3940820635,639410.200347001
"317",31.6,5.44652044225188e-41,20840.3807060627,641441.029847764
"318",31.7,-1.08069406945165e-40,20811.407665492,643469.035980594
"319",31.8,-9.87423471838971e-41,20782.4749042757,645494.22267064
"320",31.9,-7.24327735470374e-42,20753.582366416,647516.593837592
"321",32,3.45519286356097e-41,20724.729995993,649536.153395689
"322",32.1,1.77586366820155e-41,20695.9177371643,651552.90525373
"323",32.2,-5.78568384973071e-42,20667.1455341656,653566.853315082
"324",32.3,-3.76170239615625e-42,20638.4133313096,655578.00147768
"325",32.4,9.94635568760031e-42,20609.7210729869,657586.353634044
"326",32.5,5.54121368304879e-42,20581.0687036651,659591.913671282
"327",32.6,-5.53461444789408e-42,20552.4561678891,661594.685471098
"328",32.7,-3.85957514615176e-42,20523.8834102808,663594.6729098
"329",32.8,2.56107707904732e-42,20495.3503755392,665591.879858305
"330",32.9,5.37257480935171e-42,20466.8570084402,667586.31018215
"331",33,4.69776670487646e-42,20438.4032538364,669577.967741497
"332",33.1,1.58550128651205e-42,20409.9890566572,671566.856391144
"333",33.2,-1.91058976595987e-43,20381.6143619082,673552.979980527
"334",33.3,-4.64886743083857e-43,20353.279114672,675536.342353731
"335",33.4,5.04926275249116e-44,20324.9832601071,677516.947349497
"336",33.5,2.64585677070408e-43,20296.7267434485,679494.79880123
"337",33.6,1.61189083698117e-43,20268.5095100071,681469.900537005
"338",33.7,-3.72590886713741e-44,20240.3315051701,683442.256379574
"339",33.8,-8.53859063101793e-44,20212.1926744004,685411.870146378
"340",33.9,-3.63666909523707e-44,20184.0929632369,687378.745649546
"341",34,3.01726961493817e-44,20156.0323172941,689342.886695909
"342",34.1,3.22304160034521e-44,20128.0106822622,691304.297087009
"343",34.2,6.38343834392427e-45,20100.0280039067,693262.9806191
"344",34.3,-5.12219446813092e-45,20072.0842280687,695218.941083159
"345",34.4,2.4513532766557e-45,20044.1793006645,697172.182264891
"346",34.5,1.25511087226784e-44,20016.3131676858,699122.70794474
"347",34.6,1.27810170129081e-44,19988.4857751989,701070.521897895
"348",34.7,2.10121063321533e-45,19960.6970693456,703015.627894293
"349",34.8,-2.29506743743235e-45,19932.9469963424,704958.029698634
"350",34.9,-6.74598644223865e-46,19905.2355024803,706897.73107038
"351",35,9.40911731391127e-46,19877.5625341255,708834.735763771
"352",35.1,5.99144209757119e-46,19849.9280377182,710769.047527823
"353",35.2,-1.77640176564293e-46,19822.3319597735,712700.670106344
"354",35.3,-2.96172322956494e-46,19794.7742468806,714629.607237936
"355",35.4,-3.37416089310436e-47,19767.2548457031,716555.862656001
"356",35.5,3.14601071125839e-47,19739.7737029787,718479.440088754
"357",35.6,-9.37783952912735e-47,19712.330765519,720400.343259225
